Item_ID	Sentence	Word	POS	Phrase	Partitive	LenSentence
9002:160	but i, i've got, s-, i've put them, i chop them up and put them in jars and usually give them away because i, there is no way that i can eat all of those *t*-1	all		NP	yes	38
9004:9	but * always got *-1 to the keep those planted.	always		ADVP-TMP	no	10
9008:12	but i can always give them away.	always		ADVP-TMP	no	7
9022:15	it seems like all 0 i got *t*-1 was,	all		NP	no	9
9027:21	* seems like these all, they all went to, uh, to leaf,	all		NP	no	12
9027:34	* seems like these all, they all went to, uh, to leaf,	all		NP	no	12
9071:9	well, all right.	all		INTJ	no	3
9091:32	they say in the paper nitrous oxides and ozone and all that.	all		NP	no	12
9149:7	i never did see the full story,	never		ADVP-TMP	no	7
9154:191	but they said that, that it really caused so much smog *ich*-2 over, uh, the grand canyon in the winter months that they couldn't do the, uh, piloting, uh, you know, the helicopter trips and that sort of thing. which *t*-1 would be horrible, because the, there's nothing,	nothing		NP-PRD	no	50
9169:70	uh, maybe just take good care of our cars, and make * sure 0 we keep our pollution devices clean and all that sort of thing.	all		NP	no	26
9187:25	i must admit 0 i'm not always real politically active	always		ADVP-TMP	no	11
9196:4	all those re-, restrictions are really too hard,	all		NP-SBJ	no	8
9212:130	and in the case of air pollution, it simply might turn out at some point down the road, *-1 to be so costly *ich*-4 *ich*-5 * to have *-3 to live with air pollution in terms of health problems, and everything else that we'll spend the money that *t*-6's necessary * to, uh, to get rid *-2 of the source of it.	everything		NP	no	64
9307:30	well i suspect that we've probably covered everything that we need *-1 to *?* *t*-2 here.	everything		NP	no	18
9390:58	and, uh, uh, the ice and snow just doesn't, uh, hold any allure for me at all.	all		ADVP	no	18
9427:59	and, we, you, you just get used to air conditioning all the time,	all		NP-TMP	no	13
9470:73	but, uh, i'd rather, you know, like southern california, you know, have it kind of sunny and temperate all the time.	all		NP-TMP	no	22
9501:16	weather's just not all that inspiring.	all		ADVP	no	7
9512:19	well, my favorite, probably, all time t v show is star trek.	all		NP-SBJ	no	12
9523:40	the star trek the next generation. which *t*-1 it's an all new cast, but kind of the same idea, * going out to new places and, and doing new things and finding out about different people,	all		ADJP	no	37
9527:31	and i've, i've always liked that show probably the very best.	always		ADVP-TMP	no	13
9530:75	i think 0 i've actually seen a number of star treks, one way or another over the years. uh, although i never watched it regularly.	never		ADVP-TMP	no	26
9542:35	and i, i guess 0 all, most of the shows 0 i like *t*-1 are, are kind of along the same line because they're all adventure.	all		NP-SBJ-UNF	no	27
9542:105	and i, i guess 0 all, most of the shows 0 i like *t*-1 are, are kind of along the same line because they're all adventure.	all		VP	no	27
9551:12	but he's always going out and inventing new things out of scrap, and grabbing what he can *?* *t*-1 and, you know, pieces of baling wire and, and a few tires	always		ADVP-TMP	no	33
9552:7	and all of a sudden he's got a hang glider	all		NP	yes	11
9574:28	so he, he does all kinds of strange things like that.	all		NP	no	11
9656:12	but they repeat all the old ones.	all		NP	no	7
9718:19	for the imagination of it all.	all		NP	no	6
9744:43	is that the one where they, uh, he always got this, this tape recording that *t*-1 self-destructed *t*-2?	always		ADVP-TMP	no	18
9758:7	they always have,	always		ADVP-TMP	no	3
9764:7	they always had a good plot.	always		ADVP-TMP	no	6
9782:3	every saturday night?	every		NP-TMP	no	3
9822:24	i had *-1 to catch them all on repeats.	all		NP	no	9
9867:102	i think 0 they're doing it, trying *-1 to do it, or i hope 0 they're trying *-2 to do it all over the country, because they need *-3 to collect all kinds of different different dialects.	all		ADVP	no	39
9867:135	i think 0 they're doing it, trying *-1 to do it, or i hope 0 they're trying *-2 to do it all over the country, because they need *-3 to collect all kinds of different different dialects.	all		NP	no	39
9890:44	the people, uh, i wouldn't consider *-1 to be a threat at all	all		ADVP	no	14
10041:50	but last year i just figured 0 they was under a lot of pressure because of all the publicity and everything,	all		NP	no	21
10041:58	but last year i just figured 0 they was under a lot of pressure because of all the publicity and everything,	everything		NP	no	21
10050:28	they've got, uh, i guess all,	all		NP-UNF	no	7
10051:7	well all their players are signed now.	all		NP-SBJ	no	7
10090:10	i've never seen the astros play.	never		ADVP-TMP	no	7
10183:10	oh you never know.	never		ADVP-TMP	no	4
10189:74	if you offer them money, i'm sure 0 they'll, they'll do a little bit of everything.	everything		NP	no	19
10297:12	and he'd never been outside, like, you know, by himself outside.	never		ADVP-TMP	no	12
10310:12	i had every friend 0 i knew *t*-1 in the apartment searching for this cat.	every		NP	no	15
10330:17	and it's like, all right who *t*-1 comes first	all		INTJ	no	10
10337:130	and, and then when we go to sleep *t*-2 at night, you know, it's like my husband and i have *-3 to try *-4 to get any space on the bed because we have all four of them up there with us.	all		NP	no	43
10341:14	it's like all right, whose corners *t*-1 is this one.	all		INTJ	no	11
10370:20	he's probably been through all kinds of nightmares.	all		NP	no	9
10379:5	all four of ours are house cats.	all		NP	no	7
10426:15	and then we did all this for him.	all		NP	no	8
10464:7	and every time 0 you see one hit * on the side of the road *t*-2 you say is that my cat.	every		NP	no	22
10509:71	and his mother had been killed *-1 *-2 coming back across the road *-3 to make * sure 0 she'd gotten all her kittens.	all		NP	no	25
10541:7	he never meows,	never		ADVP-TMP	no	3
10595:18	i mean i've never seen two cats so close.	never		ADVP-TMP	no	10
10650:25	and they came from the same litter and everything.	everything		NP-ETC	no	9
10706:11	this is nothing like cats.	nothing		NP	no	5
10710:15	but cats are good all the time.	all		NP-TMP	no	7
10731:20	and there were cats hanging all over him. hanging on his clothes, you know,	all		PP-LOC	no	14
10737:17	and they were just all over him and sitting on his head, the whole nine yards.	all		PP-LOC	no	16
10801:260	and, uh, uh, of the, of the few good things that *t*-1 were in it, it did show, uh, a lot about the f b i. about the training, and, and how they go through training *t*-6 and how they try *-8 to, to develop, uh, uh, a mental picture of who they're looking for *t*-2 before they go out and do it *t*-7 and all the different ways 0 they go about *-3 doing that *t*-4.	all		NP	no	78
10804:19	i wonder how truthful all of that was *t*-1 or whether there was fiction.	all		NP	yes	14
10839:10	and this all took place in the south.	all		NP	no	8
10843:16	and, uh, normally never the twain shall meet.	never		ADVP-TMP	no	8
10883:113	it *exp*-1 must have been great * just being with him on, on a daily basis and seeing how he prepares for his, for his lines *t*-2 and all that stuff.	all		NP-ETC	no	31
10910:153	the, the, i guess 0 the, the first, the first, uh, scene in that movie that *t*-1 really got my attention, uh, concerning the, the disease and all that was when he, uh, dropped the, the, uh, the toothpicks *t*-2,	all		NP	no	40
10955:45	again the relationship, uh, between the two, uh, that, uh, never would have occurred, uh, by accident.	never		ADVP-TMP	no	17
10967:8	nothing, nothing, of course, serious is wrong with him	nothing		NP-UNF-SBJ	no	9
10967:17	nothing, nothing, of course, serious is wrong with him	nothing		NP	no	9
11063:55	we, we just built a real big recycling center, that *t*-1 recycles everything imaginable	everything		NP	no	14
11077:46	there's, there's been no emphasis on recycling at all in san antonio.	all		ADVP	no	14
11108:21	i don't know if you all have those things around.	all		NP-SBJ	no	11
11112:53	and i really like that because that makes it real convenient because they're in almost every shopping center,	every		ADJP	no	19
11114:8	now everything else like the tra-, uh, paper and plastic and stuff you still have *-1 to go to the centers	everything		NP	no	21
11139:23	at work we started, uh, all the recycling stuff.	all		NP	no	9
11149:27	where i work *t*-1 now we recycle all the computer paper.	all		NP	no	11
11198:31	we're trying *-1 to cut cost and everything like that, and, and recycle and all that stuff	everything		NP	no	18
11198:64	we're trying *-1 to cut cost and everything like that, and, and recycle and all that stuff	all		NP-ETC	no	18
11204:41	and, uh, the, uh, properties people came in with all, with the good cardboard boxes. not the cheap ones of course. and packed everything up and moved them and left them lying around,	all		NP-UNF	no	33
11204:92	and, uh, the, uh, properties people came in with all, with the good cardboard boxes. not the cheap ones of course. and packed everything up and moved them and left them lying around,	everything		NP	no	33
11301:70	well, you know, it's cheaper than * going and buying the kind at target that *t*-1 are all ready with the little design on them or whatever.	all		TYPO	no	28
11304:11	that's all 0 they are *t*-1,	all		NP	no	7
11319:11	well do you all have, uh,	all		NP-SBJ	no	6
11330:54	it's almost like they don't want the paper, because they don't pay, at all,	all		ADVP	no	17
11382:66	it seems like it would be, it *exp*-1 would be easy * to take it all,	all		NP	no	16
11384:24	of course, i don't know all that about recycling	all		NP	no	10
11400:4	every other day they do your normal trash	every		NP-TMP	no	8
11401:6	and every other day they do your recycling trash.	every		NP-TMP	no	9
11405:47	and somebody was writing in *-1 complaining that the people had, uh, dumped all the trash in the same bin.	all		NP	no	20
11426:14	but luckily that will all get straightened *-1 out	all		VP	no	9
11477:42	and the way 0 it wears off *t*-1 is he goes through all these spastic, you know, uh,	all		NP-UNF	no	18
11482:53	and then it gets to where he can't, you know, control his movements at all *t*-1.	all		ADVP	no	17
11514:13	he wasn't always funny in that show, was he *?*.	always		ADVP-TMP	no	12
11563:33	and, uh, i think from there on, all the way through the movie.	all		NP-ADV	no	13
11614:18	i think 0 we all heard the story of the slaughter of the buffalo.	all		NP	no	14
11676:24	i mean like kevin costner did all of his own scenes	all		NP	yes	11
11693:13	and that's all 0 they'd have *-1 to do *t*-2.	all		NP	no	12
11793:214	i mean, while it *exp*-1's certainly the case that things like automobiles and factories, uh, pollute a lot, uh, if you look at how much pollution *t*-2 is say kicked *-3 up by an active volcano, uh, it *exp*-4's certainly less than clear that anything 0 man can do *t*-5 in this sort of scale of things has much effect at all.	all		ADVP	no	64
11842:34	and, it seems like, uh, we're catching all that residue.	all		NP	no	11
11865:124	because in order *-4 to, uh, keep with the e p a standards which, which *t*-1 tend *-2 to be visible, uh, what *t*-3's coming out of your smokestack, they do all their emissions at night.	all		NP	no	37
11897:22	and, you know, spots all over them.	all		ADVP	no	7
11927:156	i mean the stuff 0 i've read *t*-1 recently in technology review basically indicates that acid rain may be a little bit, uh, overstated. that a lot of the die off 0 they've seen *t*-2 in forests may not really be due to acid rain at all.	all		ADVP	no	49
