Item_ID	Before	After
6353:22	###.###uh-huh.###.###you better make sure that you've got a scholarship.###.###that's right.###.###.###that's right.###well, that's what she said --n4052d2 to us.	### and, and our answer was, that, you know, we will have enough money --n4054c6 available for him to attend a state college.###and if he wants --n4055fd to go to a private college, he can get a scholarship to attend, you know.###and that was kind of our view on it.
6398:23	###and i said, that's great.### let me explain to you how you get scholarships, to do that --n40634a.###.###that's right,###.###.###that's right.###well, you know, t i, you know, t i offers some good stuff###and then i think there's, i mean i think there's some negatives,###but there's going --n40669f to be some negatives anywhere, you know, no matter where you go --n4066de.	###this is the first really large company i've worked for --n406854.###i've always been involved in little small, you know, ind-, privately owned s-, owned firms###and so i've never had the, the big benefit package.
6439:18	###.###right.###.###.###that sounds really good.###i read a thing,###i don't even remember if it was in the dallasite --n4076a8 or the insite --n4076bb one, about uh, companies allowing you,###and they said that t i was looking into it, to purchase extra vacation days. which i thought --n40782f sounded like a good idea.###you know, if you've been there, you know, under five years and you get two weeks of vacation but that's really not enough and you want an extra week, then you can purchase an extra week of vacation by --n407a07 saying, okay, i'm going --n407a2a to want an extra five days this year###and they'll take a set amount out of each paycheck, you know,	###so you, you can have an extra five days off and be paid --n407dd9 for them at the time, you know,###you're really not being paid --n407f03 for them,###the money is actually coming out of your own pocket,
6443:41	###that sounds really good.###i read a thing,###i don't even remember if it was in the dallasite --n4076a8 or the insite --n4076bb one, about uh, companies allowing you,###and they said that t i was looking into it, to purchase extra vacation days. which i thought --n40782f sounded like a good idea.###you know, if you've been there, you know, under five years and you get two weeks of vacation but that's really not enough and you want an extra week, then you can purchase an extra week of vacation by --n407a07 saying, okay, i'm going --n407a2a to want an extra five days this year###and they'll take a set amount out of each paycheck, you know,###and they're deducting it all along,###so you, you can have an extra five days off and be paid --n407dd9 for them at the time, you know,###you're really not being paid --n407f03 for them,###the money is actually coming out of your own pocket,	###so, that is kind of an idea that, that a lot of people sounded like that they were really interested in --n40814d###and t i said that they were looking into something like that###so,
6516:38	###.###i think it would be a great idea.###i'm not sure about requiring it, you know, of people, because people are going, you know, feeling resentful.###i don't know,###but i think it would be a great idea.###.###yeah.###.### seems like there's so many kids that --n4004b4 don't have any since of, you know, what they want --n4004ef to be --n4004fe or do --n40050d###or, you know, they could learn something and maybe help other people at the same time	###so,###.###huh-uh.
6558:50	###huh-uh.###.### and, but, i don't know.###if you did it internally and it was just people in your own country then maybe countries that --n4013f5 are so poor that they wouldn't be able --n401420 to really, you know, send children to do that.###.###yeah.###.###i didn't know.###.### i don't, i don't know how the peace corps works --n40167f,	###.###yeah,###i was too.
6591:122	###but i guess, they, you could put some money --n401dc0 aside while you were there, your expenses and,###.###wasn't jimmy carter's mama that --n401ef7 was in the peace corps.###.###yeah,###i think so,###yeah,###yeah.###.###.	###.###where they couldn't do that --n4023d1.###yeah,
6682:18	###and he was, uh, a rock rib iowa type republican###and the only good thing he could ever say --n403fb3 about, uh, the whole roosevelt administration was, uh, civilian conservation corps,###.###huh-uh.###.###because he was in it.###he thought that was great.###.###yeah.###.	###but that was great.###.###well, it seems like it would develop pride, you know, in people, if, if, it's in their own country.
6689:73	###.###yeah.###.###the rest of it was all hog wash,###but that was great.###.###well, it seems like it would develop pride, you know, in people, if, if, it's in their own country.###it would certainly help them to appreciate some of the things that we have --n404402 here and develop some pride in them, if it was handled --n404439 that way.### i, i,###it would take quite a few people.	###so maybe that part of it would be helpful too.###.###yeah.
6724:13	###.###huh-uh.###.###and, uh, when the politics get real confusing --n405040,###.###yeah,###really there could be, um, some scandals involved, if, you know, it wasn't people that --n405121 were really fair and le-, you know, in a legal way or something,###.###yeah.###.	###or,###.###yeah.
6783:57	###but you know, i'm sure that there are a lot of young people out there that --n406732 really do have good hearts and are willing --n406759 to help and serve and that kind of thing.### i just, i saw on the news the other night that the, uh, the little girl that --n406940 used --n40694b to be the littlest girl on the cosby show, kisha knight pullman, was starting a,###i guess now she's practically a teenager,###.###yeah.###.###she started some type of, um, national organization for youth to volunteer --n406c01 to teach, tutor other kids to read and, you know, do different service projects like that and trying to get youth more directed towards, you know, helpful things,###and i know everyone like in the high schools in dallas,###there's a couple high schools that --n406f23 have wanted --n406f32 to start like a, um, minority, you know,###i think it was in a hispanic area,	###.###huh-uh.###.
6819:87	###.### like, like i said at the beginning i've got so many connections with people in central america.###my daughter-in-law is panamanian, you know,###.###huh-uh.###.###and they have situations like, like that down there. where they, they have, these, the social, in some sort of way --n407cdc,###.###huh-uh.###.	###.###huh-uh.###.
6829:14	###if you want --n407e61 to go to school outside the country, and many salvadorians did, they'd go to school in cornell, iowa, of all places,###.###huh-uh.###.###and when they came back --n408013, they'd have --n40802a to serve this, this year,###and it turned out --n408120 to be kind of a joke,###the ones i knew --n4081bd, you know, always chose the red cross, because they didn't do anything###.###oh, i see.###.	###.###yeah.###.
6848:19	###and so,###.###well, we, um, belong to the church of jesus christ of latter day saints, which --n4087e4 is like mumblex the mormon church.###.###huh-uh.###huh-uh.###.###and, um, there, there is men and also women,###women aren't nearly as frequent,###and also that --n408a29 have elderly couples --n408a3c once their kids have left, that --n408a5f can volunteer --n408a6e to go on a mission	###and, it's incredible logistics,###i mean, they have a training center where they teach them --n408c6f,###it's called --n408d16 the missionary training center in utah,
