Item_ID	Sentence	Pre	ParentString	Partitive	ParentNode	NoPreNode	GrammFunction	Objects	NPNiteID
10925:112	it --n4027a3 must have been great just being with him on, on a daily basis and seeing how he prepares for his, for his lines --n40281e and all that stuff.	and	being with him on, on a daily basis and seeing how he prepares for his, for his lines --n40281e and all that stuff	nullpartitive	VP		NP-ETC		sw2109_s63_538
10952:143	the, the, i guess the, the first, the first, uh, scene in that movie that --n40305d really got my attention, uh, concerning the, the disease and all that was when he, uh, dropped the, the, uh, the toothpicks --n4030e8,	and	the disease and all that	nullpartitive	NP		NP	NP-OTHER	sw2109_s80_545
11120:46	there's, there's been no emphasis on recycling at all in san antonio.	at	at all	no	ADVP				
11151:21	i don't know if you all have those things around.	you	you all	no	NP-SBJ		NP-SBJ		sw2111_s37_506
11182:23	at work we started, uh, all the recycling stuff.	uh	started, uh, all the recycling stuff	nullpartitive	VP		NP	NP-OTHER	sw2111_s56_506
11192:27	where i work --n401f63 now we recycle all the computer paper.	recycle	recycle all the computer paper	nullpartitive	VP		NP	NP-OBJ	sw2111_s63_510
11241:64	we're trying --n402dff to cut cost and everything like that, and, and recycle and all that stuff	and	recycle and all that stuff	nullpartitive	VP		NP-ETC		sw2111_s93_521
11344:69	well, you know, it's cheaper than going and buying the kind at target that --n404d4a are all ready with the little design on them or whatever.	are	are all ready with the little design on them	no	VP			NP-OBJ	
11347:11	that's all they are --n404f17,	's	's all they are --n404f17	no	VP		NP-PRD	NP-OTHER	sw2111_s161_503
11362:11	well do you all have, uh,	you	you all	no	NP-SBJ		NP-SBJ		sw2111_s170_502
11373:54	it's almost like they don't want the paper, because they don't pay, at all,	at	at all	no	ADVP				
11425:65	it seems like it would be, it --n40694c would be easy to take it all,	it	it all	no	NP		NP	NP-IOBJ	sw2111_s215_523
11427:24	of course, i don't know all that about recycling	know	know all that about recycling	nullpartitive	VP		NP	NP-OBJ	sw2111_s217_506
11448:47	and somebody was writing in --n40718d complaining that the people had, uh, dumped all the trash in the same bin.	dumped	dumped all the trash in the same bin	nullpartitive	VP		NP	NP-OBJ	sw2111_s232_514
11469:14	but luckily that will all get straightened --n407ac7 out	will	will all get straightened --n407ac7 out	no	VP				
11526:53	and then it gets to where he can't, you know, control his movements at all --n400b3c.	at	at all	no	ADVP				
11607:33	and, uh, i think from there on, all the way through the movie.	on	from there on, all the way through the movie	nullpartitive	FRAG		NP-ADV		sw2113_s82_510
11658:17	i think we all heard the story of the slaughter of the buffalo.	we	we all	no	NP-SBJ		NP-SBJ	NP-OTHER	sw2113_s114_505
11720:24	i mean like kevin costner did all of his own scenes	did	did all of his own scenes	yes	VP		NP	NP-OBJ	sw2113_s152_508
11737:13	and that's all they'd have --n4043f2 to do --n404401.	's	's all they'd have --n4043f2 to do --n404401	no	VP		NP-PRD	NP-OTHER	sw2113_s163_503
11839:213	i mean, while it --n4001e5's certainly the case that things like automobiles and factories, uh, pollute a lot, uh, if you look at how much pollution --n400254 is say kicked --n400267 up by an active volcano, uh, it --n400292's certainly less than clear that anything man can do --n4002c5 in this sort of scale of things has much effect at all.	at	at all	no	ADVP				
11888:34	and, it seems like, uh, we're catching all that residue.	catching	catching all that residue	nullpartitive	VP		NP	NP-OBJ	sw2121_s38_509
11911:124	because in order --n401cc1 to, uh, keep with the e p a standards which, which --n401d00 tend --n401d0b to be visible, uh, what --n401d2e's coming out of your smokestack, they do all their emissions at night.	do	do all their emissions at night	nullpartitive	VP		NP	NP-OBJ	sw2121_s54_539
11942:22	and, you know, spots all over them.	spots	and, you know, spots all over them.	no	FRAG				
11972:154	i mean the stuff i've read --n403014 recently in technology review basically indicates that acid rain may be a little bit, uh, overstated. that a lot of the die off they've seen --n403093 in forests may not really be due to acid rain at all.	at	at all	no	ADVP				
12066:13	but how about all the trucks and buses that --n405284 are out there.	about	about all the trucks and buses that --n405284 are out there	nullpartitive	PP		NP	NP-OTHER	sw2121_s149_503
12288:10	it had all the vegetables in it,	had	had all the vegetables in it	nullpartitive	VP		NP	NP-OBJ	sw2124_s56_503
12297:27	do you find yourself, um, with all the, um, cholesterol and, and high fiber changing the way that you fi-, that you entertain --n401e64.	with	with all the, um, cholesterol and, and high fiber	nullpartitive	PP		NP	NP-OTHER	sw2124_s60_507
12484:61	gosh this, uh, this whole thing now with all the, uh, all the political cartoons on the democrats and how they're, uh, uh, they're in, in a sad way --n401cb1 for ninety-two now in terms of the presidential election, anyway --n401ce4.	uh	with all the, uh, all the political cartoons on the democrats	nullpartitive	PP		NP	NP-OTHER	sw2130_s44_518
12500:4	all those factors played a part in, you know, uh, the,			nullpartitive			NP-SBJ		sw2130_s54_501
12540:54	and the israelis, uh, and not the israelis but the arabs all of a sudden are, uh, are cheering for baker on his drive for, to reconcile relations with the israelis,		and the israelis, uh, and not the israelis but the arabs all of a sudden are, uh, are cheering for baker on his drive for, to reconcile relations with the israelis,		S		NP-TMP	NP-OTHER	sw2130_s82_515
12698:41	i grew up with hank snow, and lefty frizzell and hank williams and all of those old country and western songs.	and	hank snow, and lefty frizzell and hank williams and all of those old country and western songs	yes	NP		NP	NP-OTHER	sw2131_s21_505
12746:22	and it was, uh, mostly all irish tunes,	mostly	was, uh, mostly all irish tunes	no	VP		NP-PRD		sw2131_s50_505
12758:28	and they, they played all the irish jigs and so forth,	played	played all the irish jigs and so forth	nullpartitive	VP		NP	NP-OBJ	sw2131_s56_508
12854:39	it is just, it's not exciting at all	at	at all	no	ADVP				
13047:20	i guess probably my favorite all time country and western song or singer is, uh, probably eddy arnold.	favorite	my favorite all time country and western song or singer	no	NP-SBJ				
13186:50	and they just, they're not meant --n40870a to last, at all,	at	at all	no	ADVP				
13207:14	so that's all you had --n408d1f to listen to --n408d3a was the, radio,	's	's all you had --n408d1f to listen to --n408d3a	no	VP		NP-PRD	NP-OTHER	sw2131_s311_504
13426:57	but, uh, i haven't got to the end of it --n401142 yet where it asks all that salary information and everything --n401171,	asks	asks all that salary information and everything --n401171	nullpartitive	VP		NP	NP-OBJ	sw2139_s27_517
13512:158	and, you know, usually when they call you --n403336, it's going --n40334d to be when you s-, right when you sit down to dinner --n403394 because they know, they pretty much know that you're at work all day	work	're at work all day	no	VP		NP-TMP		sw2139_s79_557
13571:21	i need --n404cd0 to do all kinds of different things like that,	do	do all kinds of different things like that	no	VP		NP	NP-OBJ	sw2139_s116_507
13597:119	now what i have done --n405ed9 is, i have forwarded my home phone to the answering service at the office so that i do not have --n405f38 to have a, uh a ring at all. if i, if i want --n405f8b to do that.	at	at all	no	ADVP				
13605:11	a ring at all.	at	at all	no	ADVP				
13883:17	are you aware --n404d6b at all, of, of what they would, what they cost --n404db2.	at	at all	no	ADVP				
13918:57	but, i-, it seems in my experience i'm running across single women all the time.	women	running across single women all the time	nullpartitive	VP		NP-TMP		sw2145_s116_517
13984:26	and i think that before we expend all our young talent overseas and, and --n40067f helping other countries we ought --n40069a to perhaps give a little bit of our help to our own folks at home	expend	expend all our young talent overseas and, and --n40067f helping other countries	nullpartitive	VP		NP	NP-OBJ	sw2151_s11_509
14017:22	and they don't follow it at all, you know.	at	at all	no	ADVP				
14060:53	of course, there's, you know, third world countries that --n401ff7 can use all kind of help.	use	use all kind of help	no	VP		NP	NP-OBJ	sw2151_s61_517
14231:5	all they can offer --n403891 is an opinion anymore.			no			NP-SBJ	NP-OTHER	sw2154_s81_501
14262:31	at one time or another i've taken them all for a year.	them	them all	no	NP		NP	NP-IOBJ	sw2154_s100_508
14287:23	in the interest of efficiency we all have --n404e31 to find ways,	we	we all	no	NP-SBJ-N404E31		NP-SBJ-N404E31	NP-OTHER	sw2154_s115_506
14300:41	so, we decided --n405459 to try it because prior to that all we got --n40548c were things like glamour or sports illustrated.	that	prior to that all we got --n40548c were things like glamour or sports illustrated	no	S		NP-SBJ	NP-OTHER	sw2154_s123_513
14315:46	because, you know, we don't listen to the radio at work at all.	at	at all	no	ADVP				
14370:83	well i mean, you know, i think, uh, once jimmy johnson gets his system established --n4003e5, uh, they'll do all right.	do	do all right	no	VP				
14436:61	but since it's kind of off season, it --n4018f6's kind of hard to think back about all that.	about	about all that	nullpartitive	PP		NP	NP-OTHER	sw2157_s60_519
14459:43	did they, did they make it to the play-offs at all.	at	at all	no	ADVP				
14493:101	at the end of the season, the kind of got messed --n402ae8 up with aikman getting hurt --n402b03, because, uh, laufenberg just couldn't ever really get it together at all.	at	at all	no	ADVP				
14494:26	of course, he sat along the sidelines all season,	sidelines	sat along the sidelines all season	no	VP		NP-TMP		sw2157_s100_507
14518:36	so, sounds like he's going --n403a1c to be all right for next season.	be	be all right for next season	no	VP				
14590:42	since they've been to phoenix they haven't been, uh, all that impressive, i guess --n4050fa.	uh	been, uh, all that impressive	nullpartitive	VP				
14607:18	and they'd go to all the games,	to	to all the games	nullpartitive	PP-DIR		NP	NP-OTHER	sw2157_s177_505
14611:89	but, you know, i'm just used to --n405be8 always growing up and hearing cowboys, cowboys, cowboys, and, you know, super bowl, and all this other stuff.	and	cowboys, cowboys, cowboys, and, you know, super bowl, and all this other stuff	nullpartitive	NP		NP	NP-OTHER	sw2157_s181_517
14631:10	first of all it was all one price.	of	of all	no	PP		NP	NP-OTHER	sw2157_s197_503
14631:18	first of all it was all one price.	was	was all one price	no	VP				
14640:20	but obviously yeah, they're all going up, mumblex more or less is what it's going --n406e09 to do --n406e18.	're	're all going up, mumblex more or less	no	VP				
14748:68	i, the way i look at it --n400f68, you have --n400f7b to think first of all why,	of	of all	no	PP		NP	NP-OTHER	sw2160_s50_524
14765:25	now what --n40168c happens is all those that --n4016ab don't have any money in the country move to the cities,	is	all those that --n4016ab don't have any money in the country move to the cities	nullpartitive	SBAR-PRD		NP-SBJ	NP-OTHER	sw2160_s60_510
14912:31	and within, uh, two months, he has all his house payments gone everything paid, you know,	has	has all his house payments gone everything paid, you know	nullpartitive	VP		NP	NP-OBJ	sw2160_s161_506
14965:23	it's one we all hold --n400283 dear and near, i'm sure --n4002aa.	we	we all	no	NP-SBJ		NP-SBJ	NP-OTHER	sw2163_s9_509
15215:21	i mean, i'm all for --n401d98 donating my time to worthy causes,	'm	'm all for --n401d98 donating my time to worthy causes	no	VP				
15271:19	mumblex growing up, all i knew --n402ec9 was you go to high school, you, you know, you work, you go to college, you get out of college, and you get a good job and you work.	up	mumblex growing up, all i knew --n402ec9 was you go to high school, you, you know, you work, you go to college, you get out of college, and you get a good job and you work.	no	S		NP-SBJ	NP-OTHER	sw2171_s84_506
